image_path,label,display_label,split,class_dir
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397351\fa357f8ed227acc7293f8acf53161e178712c650.jpg,1397351,Cirsium acaulon (L.) Scop.,test,1397351
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1393933\ea93007d0df5b7d6ff028db5bb285535aa069787.jpg,1393933,Narthecium ossifragum (L.) Huds.,test,1393933
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412889\d18ea420ae3d6fa3384bb7c5cde2b31b2dcf55ef.jpg,1412889,Osmunda claytoniana L.,test,1412889
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412697\c15bd808cdcc928df24efca05abbb8bc594e8067.jpg,1412697,Mertensia maritima (L.) Gray,test,1412697
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1361824\e5947cfabcf120ee7d5d3837ae956360be49f878.jpg,1361824,Lavandula angustifolia Mill.,test,1361824
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1391868\797b15fb82fea93738120207315836fe0970ed3a.jpg,1391868,Empetrum nigrum L.,test,1391868
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412699\b35b5970a7f885a168071785e98de3ddae8f9654.jpg,1412699,Mertensia virginica (L.) Pers. ex Link,test,1412699
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1420795\3ed8e4421af8171ca0540288700aaba17c03ceb1.jpg,1420795,Alocasia sanderiana W.Bull,test,1420795
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1413002\3adb98c47b44e3d26e98fbe5872128e29a5c40d3.jpg,1413002,Aralia nudicaulis L.,test,1413002
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\7654c4301d339c75ef92ec38bd30aa246878ee17.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1419115\cadf5d6d2e947a83478db247a3eb2bfbdb7f5f87.jpg,1419115,Pelargonium x hortorum L.H. Bailey,test,1419115
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1363490\a45ef4b3db5faa3ad26574165c7f2eae504e9c36.jpg,1363490,Phalaris arundinacea L.,test,1363490
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360998\f6629343222e55e4622fee3641632634a7b3a378.jpg,1360998,Anthericum liliago L.,test,1360998
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1667445\8ea2aca73289d79573c8eb32596450261fc7091b.jpg,1667445,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,test,1667445
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1375966\00370a4b947ff8a232500143272f8a486b673203.jpg,1375966,Phyllanthus amarus Schumach. & Thonn.,test,1375966
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529107\718f9d5d584c0f660ed8136b86423f602be06d2f.jpg,1529107,Sedum burrito Moran,test,1529107
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359197\a9be7cbc2e1be700ed0d3b2a9c008c97aa309f8e.jpg,1359197,Galega officinalis L.,test,1359197
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396156\cafdca4ee3dd960bb9dc3b81c59ed12fb6734d89.jpg,1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,test,1396156
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\3b88c6486bbbcb0bb0f2ad49fa02d55f726dfcdd.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529081\44b9d752a0fd1b993ec5c53f98ae8ce0978f597d.jpg,1529081,Sedum adolphii Raym.-Hamet,test,1529081
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396161\91991975febd7cf0e5e6fe068790f46f6ea2f5ea.jpg,1396161,Sedum ochroleucum Chaix,test,1396161
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360147\473199b321ed4515905a51145f4db0d3852fbe79.jpg,1360147,Adonis aestivalis L.,test,1360147
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397305\82865ac02e9e37b2554655e75f45c2fb9c4955d7.jpg,1397305,Alcea biennis Winterl,test,1397305
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360550\261512f042a91f87ae1b2b7effe21fd3a781ea4c.jpg,1360550,Hyoscyamus albus L.,test,1360550
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359620\5000b55da65af30c9f0b4426d063c5b8ccb51bf2.jpg,1359620,Alcea rosea L.,test,1359620
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397351\d083ec01d2dc0881a214fef5aaf9ac86213ab780.jpg,1397351,Cirsium acaulon (L.) Scop.,test,1397351
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1393933\ec2fef417e64901863ca6e36ea0094dd19bab28b.jpg,1393933,Narthecium ossifragum (L.) Huds.,test,1393933
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412889\7292f1491c834014218154ac9b3b725f09e96ab3.jpg,1412889,Osmunda claytoniana L.,test,1412889
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412697\8f7bd562bcf813d4f819aa9b9b2f88619042fa82.jpg,1412697,Mertensia maritima (L.) Gray,test,1412697
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1361824\7ac385ce4c7fe6447cfd47ddb9e07f4b858509ae.jpg,1361824,Lavandula angustifolia Mill.,test,1361824
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1391868\4f9dc95a1a9ded613c8d911a902f6d6ea3c0f723.jpg,1391868,Empetrum nigrum L.,test,1391868
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412699\57b6b38a3056f1c02e25e27ff47521dab6064d92.jpg,1412699,Mertensia virginica (L.) Pers. ex Link,test,1412699
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1420795\8dbe09aa21950dc85a3ca053412dd3548fcbb506.jpg,1420795,Alocasia sanderiana W.Bull,test,1420795
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1413002\2ae44401a0e9c89f0fdc353a77b0d8e9d0e18ede.jpg,1413002,Aralia nudicaulis L.,test,1413002
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\63d26daca057dfde1c341b0f04026dad4abaa0f9.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1419115\d9c5b6d9cf6537ff411be31ff2bfbc09c1104923.jpg,1419115,Pelargonium x hortorum L.H. Bailey,test,1419115
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1363490\faa90d3eb0947d7283bbbfddc7019e968e09c5af.jpg,1363490,Phalaris arundinacea L.,test,1363490
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360998\4739296fc82853b7a246faf302ac29f3c8bd90ef.jpg,1360998,Anthericum liliago L.,test,1360998
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1667445\63fe2a32b5d126ac6f2d04506eb8183272d478d1.jpg,1667445,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,test,1667445
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1375966\1a66dd4dc21577c643a440412290595c5163de73.jpg,1375966,Phyllanthus amarus Schumach. & Thonn.,test,1375966
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529107\307c63b1d138fc411fc93fa8e13c7c74af55c5eb.jpg,1529107,Sedum burrito Moran,test,1529107
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359197\cce5c33ddf43c89b845777d0c2029530feb66f5d.jpg,1359197,Galega officinalis L.,test,1359197
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396156\f119f75c85fe73394ea1fdb417dab53213342e9a.jpg,1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,test,1396156
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\6912b29d3910188245168fcc8ed345b00dfa0b1f.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529081\8ded49dc7a93197beb527f26b3f460afaee18a35.jpg,1529081,Sedum adolphii Raym.-Hamet,test,1529081
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396161\ca6a49595e3995a9116ad03d3aea664b1733ee5a.jpg,1396161,Sedum ochroleucum Chaix,test,1396161
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360147\fb7ceab0c45cc7f3042530b1d6c97a7322f6cbe8.jpg,1360147,Adonis aestivalis L.,test,1360147
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397305\7ce6795df9059dadcb206b1b0fd7f4a08ff1e0b2.jpg,1397305,Alcea biennis Winterl,test,1397305
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360550\00e4e3c7dc83ac894cb21ad80f0da41e5c6dde98.jpg,1360550,Hyoscyamus albus L.,test,1360550
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359620\f389c51dd72811e4bc45871a43d543b93e20b461.jpg,1359620,Alcea rosea L.,test,1359620
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397351\83c13b5d0ddb60a3777402c78e4471cbd8bee153.jpg,1397351,Cirsium acaulon (L.) Scop.,test,1397351
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1393933\3b8f9af5609d40ca7cd1fb1671d202cd2fac0304.jpg,1393933,Narthecium ossifragum (L.) Huds.,test,1393933
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412889\efd3370cb44d801fa2bcc94afbb376d180dde886.jpg,1412889,Osmunda claytoniana L.,test,1412889
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412697\6c7a4ae048a5c08aea75b666724a65f89a913b9a.jpg,1412697,Mertensia maritima (L.) Gray,test,1412697
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1361824\9260ab1535638bc2e94e67d19a7508f1d6eb49a1.jpg,1361824,Lavandula angustifolia Mill.,test,1361824
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1391868\0be33000dc78d0ee94656f2572e7c20653808c01.jpg,1391868,Empetrum nigrum L.,test,1391868
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1412699\a8c2f2a08e7ad5bf694d766a1b7e3e0fe1acbcdd.jpg,1412699,Mertensia virginica (L.) Pers. ex Link,test,1412699
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1420795\10bb935960d6e79e10b3343e114dd561eb3f75e2.jpg,1420795,Alocasia sanderiana W.Bull,test,1420795
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1413002\3ad4b30dd299771c8ff07ea32fdcde968edb1d46.jpg,1413002,Aralia nudicaulis L.,test,1413002
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358099\aa741b79bd2daa80454ff160ade36a234f7961b0.jpg,1358099,Sedum brevifolium DC.,test,1358099
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1419115\28c79594be2c072996a14cde63a5e7a9f5a36eaa.jpg,1419115,Pelargonium x hortorum L.H. Bailey,test,1419115
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1363490\66de6441d7ec22f1262573d415a8e866ae4ae0f1.jpg,1363490,Phalaris arundinacea L.,test,1363490
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360998\95a819ce9de3f1e54265520ef85b29c0cddaa15e.jpg,1360998,Anthericum liliago L.,test,1360998
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1667445\47160630a23595bc98e493fbd789bf7fed14b0eb.jpg,1667445,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,test,1667445
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1375966\6971bddaf6829138f007a43fecf4909929460cfe.jpg,1375966,Phyllanthus amarus Schumach. & Thonn.,test,1375966
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529107\151d7a1e962f5d9bf99efa1c0ba71575838bfaaf.jpg,1529107,Sedum burrito Moran,test,1529107
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359197\44688ed22142d3706f10dd6882f95c65a0e1cb72.jpg,1359197,Galega officinalis L.,test,1359197
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396156\45fa4d0ff4f495d880584bf40898ebe885d20d37.jpg,1396156,Sedum kamtschaticum Fisch. & C.A.Mey.,test,1396156
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1358760\dac69d5edfa04e113a9bcd168faca2cb2cfb5bc8.jpg,1358760,Lavandula multifida L.,test,1358760
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1529081\8fa1d0032f087f957efb1466b3ae69c55ca851b7.jpg,1529081,Sedum adolphii Raym.-Hamet,test,1529081
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1396161\607e8d6a7d9fbfc2e8cab86ad0a2c99e1e9dc867.jpg,1396161,Sedum ochroleucum Chaix,test,1396161
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360147\085b8e7c825b6edc981f4116710ef6c33b094bff.jpg,1360147,Adonis aestivalis L.,test,1360147
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397305\7779f3a56bf567bb2f7e5c20e30c56350df7411a.jpg,1397305,Alcea biennis Winterl,test,1397305
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1360550\9dee67e71f7a686e7d76d77c66f8423992eaecc3.jpg,1360550,Hyoscyamus albus L.,test,1360550
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1359620\dd2715f88550c40de1418cee7f07b183f294621f.jpg,1359620,Alcea rosea L.,test,1359620
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1397351\29ebfc6f4fd1ca04819c50724f6f93b98f2b7a4a.jpg,1397351,Cirsium acaulon (L.) Scop.,test,1397351
D:\BackupFiles\School2023-Present\05_Spring2026\CS659\CS659_Project\dataset_sample\images\test\1393933\fbf9b8faf4393c87444b243bb008d5d6bd25c31e.jpg,1393933,Narthecium ossifragum (L.) Huds.,test,1393933
